ticker,train_end,target_date,last_train_y,yhat,yhat_lower,yhat_upper,actual,abs_error,pct_error,pred_dir,actual_dir,direction_correct,interval_hit
AAPL,2024-02-06,2024-02-07,189.3,190.80536991738293,185.0370597915547,196.407158541711,189.41,1.3953699173829364,0.7366928447860551,1,1,1,1
AAPL,2024-02-07,2024-02-08,189.41,190.43329080441222,184.80613401283316,195.7846920345074,188.32,2.1132908044122303,1.122180758443082,1,0,0,1
AAPL,2024-02-08,2024-02-09,188.32,190.28523469966447,184.76101522229612,195.63642866400104,188.85,1.435234699664477,0.7599866029062633,1,1,1,1
AAPL,2024-02-09,2024-02-12,188.85,189.59701943220622,184.59764190622712,195.01921712498566,187.15,2.4470194322062184,1.307517730203295,1,0,0,1
AAPL,2024-02-12,2024-02-13,187.15,189.40023716275488,184.23868651029588,194.3548506188643,185.04,4.360237162754885,2.3563754661258365,1,0,0,1
AAPL,2024-02-13,2024-02-14,185.04,188.32552354226746,183.0495155650488,193.27470999512212,184.15,4.175523542267456,2.2674578018141243,1,0,0,1
AAPL,2024-02-14,2024-02-15,184.15,188.20314894893463,183.5288647223424,193.55577699097665,183.86,4.343148948934612,2.3622043667455626,1,0,0,1
AAPL,2024-02-15,2024-02-16,183.86,187.96859952363104,182.62853491795846,192.7374917018467,182.31,5.65859952363104,3.1038338672155428,1,0,0,0
AAPL,2024-02-16,2024-02-20,182.31,187.2779040963935,182.40213067730636,192.02608533861297,181.56,5.717904096393511,3.149319286229664,1,0,0,0
AAPL,2024-02-20,2024-02-21,181.56,185.55588177418983,180.84540005517272,190.47435013619324,182.32,3.235881774189835,1.7748364271678099,1,1,1,1
AAPL,2024-02-21,2024-02-22,182.32,185.43027421776392,180.46319550048096,190.19698005245243,184.37,1.0602742177639186,0.5750795778632156,1,1,1,1
